customer,location,soap_type,quantity,age,payment_type,,Points,Explanation/Questions,,,,,,
2478,rural,single,7,33,check,,,,,,,,,
2479,rural,single,8,96,check,,,,,,,,,
2480,rural,single,7,22,cash,,,,,,,,,
2481,rural,single,4,97,cash,,,,,,,,,
2482,rural,single,5,36,check,,,,,,,,,
2483,suburban,bundle,1,66,credit card,,,,,,,,,
2484,suburban,bundle,3,93,check,,,,,,,,,
2485,suburban,bundle,6,71,cash,,,,,,,,,
2486,suburban,bundle,4,30,check,,,,,,,,,
2487,suburban,bundle,9,59,credit card,,,,,,,,,
2488,urban,bundle,NA,NA,NA,,,,,,,,,
2489,urban,liquid,4,73,credit card,,,,,,,,,
2490,urban,liquid,1,33,cash,,,,,,,,,
2491,urban,liquid,7,60,credit card,,,,,,,,,
2492,urban,liquid,7,45,check,,,,,,,,,
2493,urban,liquid,10,51,credit card,,,,,,,,,
2494,rural,single,3,61,check,,,,,,,,,
2495,rural,single,8,68,cash,,,,,,,,,
2496,rural,single,8,58,credit card,,,,,,,,,
2497,rural,single,7,74,credit card,,,,,,,,,
2498,rural,single,3,84,check,,,,,,,,,
2499,rural,single,9,86,check,,,,,,,,,
2500,rural,single,3,76,credit card,,,,,,,,,
2501,rural,single,6,64,credit card,,,,,,,,,
2502,suburban,twin,6,18,credit card,,,,,,,,,
2503,suburban,twin,6,49,cash,,,,,,,,,
2504,suburban,twin,6,79,credit card,,,,,,,,,
2505,suburban,twin,1,27,credit card,,,,,,,,,
2506,suburban,twin,3,59,credit card,,,,,,,,,
2507,suburban,twin,2,98,cash,,,,,,,,,
2508,suburban,twin,1,41,credit card,,,,,,,,,
2509,suburban,bundle,7,33,check,,,,,,,,,
2510,suburban,bundle,1,75,credit card,,,,,,,,,
2511,urban,liquid,9,50,credit card,,,,,,,,,
2512,urban,liquid,9,54,check,,,,,,,,,
2513,urban,liquid,7,70,check,,,,,,,,,
2514,urban,liquid,9,65,check,,,,,,,,,
2515,urban,liquid,5,20,cash,,,,,,,,,
2516,urban,liquid,8,34,cash,,,,,,,,,
2517,rural,single,5,24,check,,,,,,,,,
2518,rural,single,7,90,credit card,,,,,,,,,
2519,rural,single,8,32,credit card,,,,,,,,,
2520,rural,single,3,25,cash,,,,,,,,,
2521,rural,single,6,22,cash,,,,,,,,,
2522,rural,single,7,56,credit card,,,,,,,,,
2523,rural,single,6,82,check,,,,,,,,,
2524,rural,single,10,82,cash,,,,,,,,,
2525,rural,twin,NA,NA,NA,,,,,,,,,
2526,rural,twin,5,37,credit card,,,,,,,,,
2527,rural,twin,8,34,credit card,,,,,,,,,
2528,suburban,twin,7,60,check,,,,,,,,,
2529,suburban,twin,3,35,check,,,,,,,,,
2530,suburban,twin,1,56,cash,,,,,,,,,
2531,urban,bundle,5,59,credit card,,,,,,,,,
2532,urban,liquid,1,94,credit card,,,,,,,,,
2533,urban,liquid,5,65,credit card,,,,,,,,,
2534,rural,single,6,44,cash,,,,,,,,,
2535,rural,single,8,70,cash,,,,,,,,,
2536,rural,single,6,69,check,,,,,,,,,
2537,rural,single,NA,NA,NA,,,,,,,,,
2538,rural,single,2,23,cash,,,,,,,,,
2539,rural,single,NA,NA,NA,,,,,,,,,
2540,rural,twin,4,89,check,,,,,,,,,
2541,suburban,twin,7,79,check,,,,,,,,,
2542,suburban,twin,7,43,credit card,,,,,,,,,
2543,suburban,twin,9,30,credit card,,,,,,,,,
2544,suburban,twin,1,54,credit card,,,,,,,,,
2545,suburban,bundle,9,88,credit card,,,,,,,,,
2546,suburban,bundle,7,96,cash,,,,,,,,,
2547,urban,bundle,2,96,check,,,,,,,,,
2548,urban,bundle,3,82,credit card,,,,,,,,,
2549,urban,liquid,2,91,cash,,,,,,,,,
2550,rural,single,8,93,cash,,,,,,,,,
2551,rural,single,8,56,check,,,,,,,,,
2552,rural,single,NA,NA,NA,,,,,,,,,
2553,rural,single,3,72,check,,,,,,,,,
2554,rural,single,5,75,check,,,,,,,,,
2555,rural,single,3,44,check,,,,,,,,,
2556,rural,single,4,61,credit card,,,,,,,,,
2557,rural,twin,NA,NA,NA,,,,,,,,,
2558,rural,twin,7,61,cash,,,,,,,,,
2559,rural,twin,5,78,cash,,,,,,,,,
2560,rural,twin,9,71,credit card,,,,,,,,,
2561,suburban,twin,4,89,check,,,,,,,,,
2562,suburban,twin,2,69,check,,,,,,,,,
2563,suburban,twin,2,89,cash,,,,,,,,,
2564,suburban,twin,1,69,check,,,,,,,,,
2565,suburban,bundle,NA,NA,NA,,,,,,,,,
2566,suburban,bundle,5,28,cash,,,,,,,,,
2567,suburban,bundle,5,73,credit card,,,,,,,,,
2568,suburban,bundle,2,52,cash,,,,,,,,,
2569,suburban,bundle,10,63,check,,,,,,,,,
2570,urban,bundle,7,20,check,,,,,,,,,
2571,rural,single,NA,NA,NA,,,,,,,,,
2572,rural,single,10,73,credit card,,,,,,,,,
2573,rural,single,5,54,check,,,,,,,,,
2574,rural,single,9,27,check,,,,,,,,,
2575,rural,single,3,34,check,,,,,,,,,
2576,rural,twin,1,28,cash,,,,,,,,,
2577,rural,twin,7,54,check,,,,,,,,,
2578,rural,twin,2,32,credit card,,,,,,,,,
2579,suburban,twin,3,45,check,,,,,,,,,
2580,suburban,bundle,1,37,credit card,,,,,,,,,
2581,suburban,bundle,5,59,cash,,,,,,,,,
2582,urban,bundle,5,44,cash,,,,,,,,,
2583,urban,bundle,2,36,check,,,,,,,,,
2584,urban,bundle,9,65,credit card,,,,,,,,,
2585,urban,bundle,6,36,check,,,,,,,,,
2586,urban,liquid,2,72,credit card,,,,,,,,,
2587,urban,liquid,NA,NA,NA,,,,,,,,,
2588,urban,liquid,1,50,credit card,,,,,,,,,
2589,urban,liquid,1,63,check,,,,,,,,,
2590,urban,liquid,4,73,credit card,,,,,,,,,
2591,rural,single,3,62,check,,,,,,,,,
2592,rural,single,7,34,check,,,,,,,,,
2593,rural,single,2,89,credit card,,,,,,,,,
2594,rural,single,7,23,check,,,,,,,,,
2595,rural,twin,9,90,credit card,,,,,,,,,
2596,rural,twin,10,31,credit card,,,,,,,,,
2597,rural,twin,9,60,cash,,,,,,,,,
2598,suburban,twin,9,66,credit card,,,,,,,,,
2599,suburban,twin,7,98,credit card,,,,,,,,,
2600,suburban,twin,NA,NA,NA,,,,,,,,,
2601,suburban,twin,7,52,check,,,,,,,,,
2602,suburban,bundle,5,73,cash,,,,,,,,,
2603,suburban,bundle,NA,NA,NA,,,,,,,,,
2604,suburban,bundle,4,74,check,,,,,,,,,
2605,urban,bundle,1,61,credit card,,,,,,,,,
2606,urban,liquid,8,93,check,,,,,,,,,
2607,urban,liquid,2,30,credit card,,,,,,,,,
2608,urban,liquid,2,67,cash,,,,,,,,,
2609,urban,liquid,7,85,cash,,,,,,,,,
2610,rural,single,10,55,check,,,,,,,,,
2611,rural,single,6,87,check,,,,,,,,,
2612,rural,single,9,30,cash,,,,,,,,,
2613,rural,single,NA,NA,NA,,,,,,,,,
2614,rural,single,1,50,cash,,,,,,,,,
2615,rural,single,6,53,credit card,,,,,,,,,
2616,rural,twin,NA,NA,NA,,,,,,,,,
2617,rural,twin,NA,NA,NA,,,,,,,,,
2618,suburban,twin,5,74,check,,,,,,,,,
2619,suburban,twin,1,21,credit card,,,,,,,,,
2620,suburban,twin,8,46,credit card,,,,,,,,,
2621,urban,liquid,NA,NA,NA,,,,,,,,,
2622,urban,liquid,NA,NA,NA,,,,,,,,,
2623,urban,liquid,8,83,cash,,,,,,,,,
2624,rural,single,7,67,credit card,,,,,,,,,
2625,rural,single,5,39,credit card,,,,,,,,,
2626,rural,single,8,24,credit card,,,,,,,,,
2627,rural,single,NA,NA,NA,,,,,,,,,
2628,rural,single,10,89,check,,,,,,,,,
2629,rural,single,5,47,cash,,,,,,,,,
2630,rural,single,4,68,check,,,,,,,,,
2631,rural,twin,5,72,cash,,,,,,,,,
2632,rural,twin,4,41,credit card,,,,,,,,,
2633,rural,twin,4,36,check,,,,,,,,,
2634,rural,twin,10,40,check,,,,,,,,,
2635,suburban,twin,8,35,credit card,,,,,,,,,
2636,suburban,twin,NA,NA,NA,,,,,,,,,
2637,suburban,bundle,9,20,check,,,,,,,,,
2638,suburban,bundle,10,37,check,,,,,,,,,
2639,suburban,bundle,NA,NA,NA,,,,,,,,,
2640,urban,bundle,6,60,credit card,,,,,,,,,
2641,rural,single,7,41,cash,,,,,,,,,
2642,rural,single,5,93,credit card,,,,,,,,,
2643,rural,single,2,76,credit card,,,,,,,,,
2644,rural,single,9,27,check,,,,,,,,,
2645,rural,single,1,35,credit card,,,,,,,,,
2646,rural,single,3,42,cash,,,,,,,,,
2647,rural,twin,3,90,cash,,,,,,,,,
2648,suburban,twin,8,89,check,,,,,,,,,
2649,suburban,twin,5,28,credit card,,,,,,,,,
2650,suburban,bundle,1,47,check,,,,,,,,,
2651,suburban,bundle,7,86,credit card,,,,,,,,,
2652,urban,bundle,3,96,cash,,,,,,,,,
2653,urban,bundle,9,85,credit card,,,,,,,,,
2654,urban,bundle,3,98,cash,,,,,,,,,
2655,urban,liquid,8,51,cash,,,,,,,,,
2656,urban,liquid,8,74,cash,,,,,,,,,
2657,urban,liquid,9,22,check,,,,,,,,,
2658,urban,liquid,10,30,cash,,,,,,,,,
2659,rural,single,4,91,check,,,,,,,,,
2660,rural,single,10,77,cash,,,,,,,,,
2661,rural,single,7,64,credit card,,,,,,,,,
2662,rural,single,6,60,cash,,,,,,,,,
2663,rural,single,4,84,check,,,,,,,,,
2664,suburban,twin,4,52,credit card,,,,,,,,,
2665,suburban,bundle,NA,NA,NA,,,,,,,,,
2666,suburban,bundle,10,45,cash,,,,,,,,,
2667,urban,liquid,7,69,cash,,,,,,,,,
2668,urban,liquid,10,42,cash,,,,,,,,,
2669,urban,liquid,NA,NA,NA,,,,,,,,,
2670,urban,liquid,9,32,cash,,,,,,,,,
2671,rural,single,7,40,check,,,,,,,,,
2672,rural,single,1,50,check,,,,,,,,,
2673,rural,single,2,76,credit card,,,,,,,,,
2674,rural,single,3,70,check,,,,,,,,,
2675,rural,single,2,30,check,,,,,,,,,
2676,rural,single,6,66,check,,,,,,,,,
2677,rural,twin,3,83,credit card,,,,,,,,,
2678,rural,twin,2,89,check,,,,,,,,,
2679,suburban,twin,10,46,credit card,,,,,,,,,
2680,suburban,twin,9,78,credit card,,,,,,,,,
2681,suburban,twin,8,97,cash,,,,,,,,,
2682,suburban,bundle,7,24,cash,,,,,,,,,
2683,suburban,bundle,5,48,cash,,,,,,,,,
2684,suburban,bundle,8,70,check,,,,,,,,,
2685,urban,bundle,2,33,credit card,,,,,,,,,
2686,urban,bundle,NA,NA,NA,,,,,,,,,
2687,urban,bundle,1,92,check,,,,,,,,,
2688,urban,liquid,4,50,cash,,,,,,,,,
2689,rural,single,3,69,credit card,,,,,,,,,
2690,rural,single,2,84,cash,,,,,,,,,
2691,rural,single,5,55,check,,,,,,,,,
2692,rural,single,9,79,credit card,,,,,,,,,
2693,rural,twin,3,36,credit card,,,,,,,,,
2694,rural,twin,6,78,cash,,,,,,,,,
2695,suburban,twin,10,23,credit card,,,,,,,,,
2696,suburban,bundle,1,34,check,,,,,,,,,
2697,suburban,bundle,2,51,credit card,,,,,,,,,
2698,suburban,bundle,2,91,cash,,,,,,,,,
2699,suburban,bundle,1,77,credit card,,,,,,,,,
2700,suburban,bundle,7,88,credit card,,,,,,,,,
2701,suburban,bundle,10,90,cash,,,,,,,,,
2702,urban,bundle,10,31,cash,,,,,,,,,
2703,urban,bundle,2,29,check,,,,,,,,,
2704,urban,liquid,1,76,check,,,,,,,,,
2705,urban,liquid,4,87,credit card,,,,,,,,,
2706,urban,liquid,2,24,check,,,,,,,,,
2707,rural,single,4,30,cash,,,,,,,,,
2708,rural,single,8,86,cash,,,,,,,,,
2709,rural,single,9,70,cash,,,,,,,,,
2710,rural,single,9,74,check,,,,,,,,,
2711,rural,single,8,93,check,,,,,,,,,
2712,rural,single,1,94,credit card,,,,,,,,,
2713,rural,twin,1,47,check,,,,,,,,,
2714,rural,twin,1,78,check,,,,,,,,,
2715,rural,twin,NA,NA,NA,,,,,,,,,
2716,suburban,twin,7,43,cash,,,,,,,,,
2717,suburban,twin,4,52,credit card,,,,,,,,,
2718,suburban,bundle,10,58,cash,,,,,,,,,
2719,suburban,bundle,8,94,credit card,,,,,,,,,
2720,urban,bundle,8,90,check,,,,,,,,,
2721,urban,liquid,2,21,credit card,,,,,,,,,
2722,urban,liquid,8,32,credit card,,,,,,,,,
2723,urban,liquid,7,71,check,,,,,,,,,
2724,rural,single,2,42,check,,,,,,,,,
2725,rural,single,5,38,credit card,,,,,,,,,
2726,rural,single,8,65,credit card,,,,,,,,,
2727,rural,single,9,91,check,,,,,,,,,
2728,rural,single,9,25,credit card,,,,,,,,,
2729,rural,single,10,62,check,,,,,,,,,
2730,rural,twin,7,80,check,,,,,,,,,
2731,rural,twin,4,91,check,,,,,,,,,
2732,suburban,twin,NA,NA,NA,,,,,,,,,
2733,suburban,twin,7,33,cash,,,,,,,,,
2734,suburban,twin,1,91,check,,,,,,,,,
2735,suburban,bundle,3,36,cash,,,,,,,,,
2736,suburban,bundle,6,58,credit card,,,,,,,,,
2737,suburban,bundle,6,31,cash,,,,,,,,,
2738,suburban,bundle,10,75,check,,,,,,,,,
2739,suburban,bundle,10,51,check,,,,,,,,,
2740,urban,liquid,6,89,check,,,,,,,,,
2741,urban,liquid,6,42,credit card,,,,,,,,,
2742,urban,liquid,1,53,cash,,,,,,,,,
2743,rural,single,2,77,check,,,,,,,,,
2744,rural,single,7,57,credit card,,,,,,,,,
2745,rural,single,4,74,cash,,,,,,,,,
2746,rural,single,NA,NA,NA,,,,,,,,,
2747,rural,single,5,39,credit card,,,,,,,,,
2748,rural,single,5,61,cash,,,,,,,,,
2749,rural,twin,4,77,check,,,,,,,,,
2750,rural,twin,4,32,credit card,,,,,,,,,
2751,rural,twin,4,85,check,,,,,,,,,
2752,rural,twin,3,75,check,,,,,,,,,
2753,suburban,twin,7,68,cash,,,,,,,,,
2754,suburban,bundle,NA,NA,NA,,,,,,,,,
2755,suburban,bundle,9,18,check,,,,,,,,,
2756,suburban,bundle,6,75,cash,,,,,,,,,
2757,suburban,bundle,10,42,check,,,,,,,,,
2758,suburban,bundle,3,85,cash,,,,,,,,,
2759,urban,bundle,10,34,check,,,,,,,,,
2760,urban,bundle,NA,NA,NA,,,,,,,,,
2761,urban,liquid,9,21,cash,,,,,,,,,
2762,urban,liquid,4,56,credit card,,,,,,,,,
2763,urban,liquid,2,40,credit card,,,,,,,,,
2764,urban,liquid,NA,NA,NA,,,,,,,,,
2765,urban,liquid,4,55,cash,,,,,,,,,
2766,urban,liquid,7,62,cash,,,,,,,,,
2767,urban,liquid,3,80,cash,,,,,,,,,
2768,rural,single,5,87,cash,,,,,,,,,
2769,rural,single,9,70,check,,,,,,,,,
2770,rural,single,9,35,credit card,,,,,,,,,
2771,rural,single,5,51,check,,,,,,,,,
2772,rural,single,7,51,check,,,,,,,,,
2773,rural,single,9,67,credit card,,,,,,,,,
2774,rural,single,4,20,credit card,,,,,,,,,
2775,rural,twin,2,29,cash,,,,,,,,,
2776,suburban,twin,6,95,cash,,,,,,,,,
2777,suburban,twin,2,54,credit card,,,,,,,,,
2778,suburban,twin,7,22,credit card,,,,,,,,,
2779,suburban,twin,1,95,check,,,,,,,,,
2780,suburban,twin,3,28,credit card,,,,,,,,,
2781,suburban,twin,8,80,check,,,,,,,,,
2782,suburban,bundle,2,78,credit card,,,,,,,,,
2783,urban,liquid,8,24,check,,,,,,,,,
2784,urban,liquid,3,34,cash,,,,,,,,,
2785,urban,liquid,2,31,cash,,,,,,,,,
2786,rural,single,2,39,credit card,,,,,,,,,
2787,rural,single,7,87,cash,,,,,,,,,
2788,rural,single,5,37,check,,,,,,,,,
2789,rural,single,7,36,check,,,,,,,,,
2790,rural,single,NA,NA,NA,,,,,,,,,
2791,rural,twin,2,40,check,,,,,,,,,
2792,rural,twin,9,34,cash,,,,,,,,,
2793,rural,twin,7,58,credit card,,,,,,,,,
2794,rural,twin,6,91,check,,,,,,,,,
2795,suburban,twin,2,21,credit card,,,,,,,,,
2796,suburban,twin,9,77,check,,,,,,,,,
2797,suburban,twin,NA,NA,NA,,,,,,,,,
2798,suburban,twin,NA,NA,NA,,,,,,,,,
2799,suburban,twin,8,76,check,,,,,,,,,
2800,suburban,bundle,10,85,cash,,,,,,,,,
2801,suburban,bundle,6,81,cash,,,,,,,,,
2802,suburban,bundle,5,66,cash,,,,,,,,,
2803,suburban,bundle,6,96,credit card,,,,,,,,,
2804,suburban,bundle,6,20,cash,,,,,,,,,
2805,urban,bundle,1,31,cash,,,,,,,,,
2806,urban,liquid,6,70,credit card,,,,,,,,,
2807,rural,single,2,47,credit card,,,,,,,,,
2808,rural,single,2,89,cash,,,,,,,,,
2809,rural,single,7,39,credit card,,,,,,,,,
2810,rural,single,8,50,check,,,,,,,,,
2811,rural,twin,8,79,check,,,,,,,,,
2812,rural,twin,6,41,check,,,,,,,,,
2813,rural,twin,7,65,credit card,,,,,,,,,
2814,suburban,twin,NA,NA,NA,,,,,,,,,
2815,suburban,twin,7,30,cash,,,,,,,,,
2816,suburban,twin,9,40,credit card,,,,,,,,,
2817,suburban,twin,7,36,cash,,,,,,,,,
2818,suburban,twin,5,21,cash,,,,,,,,,
2819,suburban,twin,8,89,credit card,,,,,,,,,
2820,suburban,twin,7,80,credit card,,,,,,,,,
2821,suburban,bundle,8,21,cash,,,,,,,,,
2822,suburban,bundle,10,83,check,,,,,,,,,
2823,urban,liquid,8,41,credit card,,,,,,,,,
2824,urban,liquid,2,85,credit card,,,,,,,,,
2825,urban,liquid,7,91,check,,,,,,,,,
2826,urban,liquid,3,22,check,,,,,,,,,
2827,urban,liquid,4,38,check,,,,,,,,,
2828,urban,liquid,7,69,cash,,,,,,,,,
2829,urban,liquid,5,58,cash,,,,,,,,,
2830,rural,single,2,89,cash,,,,,,,,,
2831,rural,single,3,61,credit card,,,,,,,,,
2832,rural,single,3,78,credit card,,,,,,,,,
2833,rural,single,10,19,check,,,,,,,,,
2834,rural,single,5,51,check,,,,,,,,,
2835,rural,twin,9,58,cash,,,,,,,,,
2836,rural,twin,7,80,credit card,,,,,,,,,
2837,suburban,twin,8,33,check,,,,,,,,,
2838,suburban,bundle,9,31,credit card,,,,,,,,,
2839,suburban,bundle,3,86,cash,,,,,,,,,
2840,suburban,bundle,8,46,check,,,,,,,,,
2841,urban,liquid,7,64,cash,,,,,,,,,
2842,urban,liquid,2,27,check,,,,,,,,,
2843,urban,liquid,3,48,credit card,,,,,,,,,
2844,urban,liquid,10,82,cash,,,,,,,,,
2845,urban,liquid,9,38,check,,,,,,,,,
2846,urban,liquid,7,20,check,,,,,,,,,
2847,rural,single,NA,NA,NA,,,,,,,,,
2848,rural,single,6,27,credit card,,,,,,,,,
2849,rural,single,4,53,check,,,,,,,,,
2850,rural,single,1,37,cash,,,,,,,,,
2851,rural,single,3,94,cash,,,,,,,,,
2852,rural,single,9,52,cash,,,,,,,,,
2853,rural,single,7,60,credit card,,,,,,,,,
2854,rural,twin,3,34,check,,,,,,,,,
2855,rural,twin,9,34,cash,,,,,,,,,
2856,suburban,twin,1,41,check,,,,,,,,,
2857,suburban,twin,9,76,credit card,,,,,,,,,
2858,suburban,twin,3,39,cash,,,,,,,,,
2859,suburban,twin,9,26,cash,,,,,,,,,
2860,suburban,bundle,10,87,cash,,,,,,,,,
2861,suburban,bundle,7,55,cash,,,,,,,,,
2862,suburban,bundle,4,58,check,,,,,,,,,
2863,suburban,bundle,6,64,check,,,,,,,,,
2864,urban,liquid,1,56,cash,,,,,,,,,
2865,urban,liquid,2,71,credit card,,,,,,,,,
2866,urban,liquid,3,54,cash,,,,,,,,,
2867,urban,liquid,6,64,cash,,,,,,,,,
2868,urban,liquid,2,53,check,,,,,,,,,
2869,rural,single,10,24,cash,,,,,,,,,
2870,rural,single,7,39,credit card,,,,,,,,,
2871,rural,single,7,33,cash,,,,,,,,,
2872,rural,single,9,25,credit card,,,,,,,,,
2873,rural,single,6,25,credit card,,,,,,,,,
2874,rural,single,6,54,credit card,,,,,,,,,
2875,rural,single,4,36,credit card,,,,,,,,,
2876,rural,single,1,54,check,,,,,,,,,
2877,rural,single,3,49,check,,,,,,,,,
2878,rural,twin,NA,NA,NA,,,,,,,,,
2879,suburban,twin,2,50,cash,,,,,,,,,
2880,suburban,bundle,3,33,cash,,,,,,,,,
2881,suburban,bundle,6,33,cash,,,,,,,,,
2882,suburban,bundle,4,75,cash,,,,,,,,,
2883,suburban,bundle,8,98,cash,,,,,,,,,
2884,suburban,bundle,1,49,cash,,,,,,,,,
2885,urban,bundle,5,76,check,,,,,,,,,
2886,urban,liquid,5,58,check,,,,,,,,,
2887,urban,liquid,9,35,credit card,,,,,,,,,
2888,urban,liquid,7,48,cash,,,,,,,,,
2889,urban,liquid,6,58,check,,,,,,,,,
2890,urban,liquid,2,45,check,,,,,,,,,
2891,rural,single,6,66,check,,,,,,,,,
2892,rural,single,9,57,check,,,,,,,,,
2893,rural,single,4,96,check,,,,,,,,,
2894,rural,single,2,28,credit card,,,,,,,,,
2895,rural,single,9,34,cash,,,,,,,,,
2896,rural,single,4,29,cash,,,,,,,,,
2897,rural,single,8,87,check,,,,,,,,,
2898,rural,twin,8,58,credit card,,,,,,,,,
2899,rural,twin,5,87,credit card,,,,,,,,,
2900,rural,twin,NA,NA,NA,,,,,,,,,
2901,rural,twin,9,77,check,,,,,,,,,
2902,rural,twin,2,62,credit card,,,,,,,,,
2903,rural,twin,7,53,credit card,,,,,,,,,
2904,suburban,twin,9,79,check,,,,,,,,,
2905,suburban,bundle,6,36,cash,,,,,,,,,
2906,suburban,bundle,7,93,cash,,,,,,,,,
2907,urban,liquid,10,34,credit card,,,,,,,,,
2908,urban,liquid,6,96,check,,,,,,,,,
2909,urban,liquid,3,84,credit card,,,,,,,,,
2910,urban,liquid,NA,NA,NA,,,,,,,,,
2911,rural,single,NA,NA,NA,,,,,,,,,
2912,rural,single,9,43,check,,,,,,,,,
2913,rural,single,NA,NA,NA,,,,,,,,,
2914,rural,single,4,39,cash,,,,,,,,,
2915,rural,single,5,57,check,,,,,,,,,
2916,rural,single,3,57,check,,,,,,,,,
2917,rural,single,3,76,cash,,,,,,,,,
2918,suburban,twin,10,33,cash,,,,,,,,,
2919,suburban,twin,7,50,cash,,,,,,,,,
2920,suburban,twin,8,91,check,,,,,,,,,
2921,suburban,twin,8,37,credit card,,,,,,,,,
2922,suburban,twin,8,48,credit card,,,,,,,,,
2923,suburban,twin,NA,NA,NA,,,,,,,,,
2924,suburban,bundle,2,41,credit card,,,,,,,,,
2925,suburban,bundle,9,86,check,,,,,,,,,
2926,suburban,bundle,10,93,credit card,,,,,,,,,
2927,suburban,bundle,8,68,credit card,,,,,,,,,
2928,suburban,bundle,2,35,credit card,,,,,,,,,
2929,urban,liquid,5,97,check,,,,,,,,,
2930,urban,liquid,1,62,check,,,,,,,,,
2931,urban,liquid,7,65,cash,,,,,,,,,
2932,urban,liquid,10,59,credit card,,,,,,,,,
2933,urban,liquid,10,59,check,,,,,,,,,
2934,rural,single,6,24,cash,,,,,,,,,
2935,rural,single,4,73,credit card,,,,,,,,,
2936,rural,single,1,48,cash,,,,,,,,,
2937,rural,single,4,94,credit card,,,,,,,,,
2938,rural,single,3,89,credit card,,,,,,,,,
2939,rural,single,NA,NA,NA,,,,,,,,,
2940,rural,single,5,62,cash,,,,,,,,,
2941,rural,single,1,84,credit card,,,,,,,,,
2942,rural,single,NA,NA,NA,,,,,,,,,
2943,rural,twin,9,20,cash,,,,,,,,,
2944,rural,twin,8,56,check,,,,,,,,,
2945,rural,twin,2,64,cash,,,,,,,,,
2946,suburban,twin,6,81,check,,,,,,,,,
2947,suburban,bundle,8,66,credit card,,,,,,,,,
2948,suburban,bundle,1,28,credit card,,,,,,,,,
2949,urban,bundle,2,51,check,,,,,,,,,
2950,urban,liquid,8,29,credit card,,,,,,,,,
2951,urban,liquid,NA,NA,NA,,,,,,,,,
2952,rural,single,10,67,cash,,,,,,,,,
2953,rural,single,3,48,cash,,,,,,,,,
2954,rural,single,7,20,check,,,,,,,,,
2955,rural,single,1,20,credit card,,,,,,,,,
2956,rural,single,6,21,credit card,,,,,,,,,
2957,rural,single,5,19,credit card,,,,,,,,,
2958,rural,single,5,23,cash,,,,,,,,,
2959,rural,single,6,81,credit card,,,,,,,,,
2960,rural,single,8,18,check,,,,,,,,,
2961,rural,single,3,62,check,,,,,,,,,
2962,rural,single,3,47,credit card,,,,,,,,,
2963,rural,single,6,43,credit card,,,,,,,,,
2964,rural,single,4,31,credit card,,,,,,,,,
2965,rural,single,1,37,credit card,,,,,,,,,
2966,rural,twin,3,26,check,,,,,,,,,
2967,rural,twin,9,97,cash,,,,,,,,,
2968,suburban,twin,4,45,credit card,,,,,,,,,
2969,suburban,twin,8,72,check,,,,,,,,,
2970,suburban,bundle,2,54,credit card,,,,,,,,,
2971,suburban,bundle,NA,NA,NA,,,,,,,,,
2972,suburban,bundle,1,83,credit card,,,,,,,,,
2973,urban,bundle,7,64,check,,,,,,,,,
2974,urban,bundle,7,92,credit card,,,,,,,,,
2975,urban,liquid,2,96,check,,,,,,,,,
2976,urban,liquid,9,84,credit card,,,,,,,,,
2977,urban,liquid,7,76,credit card,,,,,,,,,
2978,urban,liquid,3,58,check,,,,,,,,,
2979,rural,single,9,71,cash,,,,,,,,,
2980,rural,single,NA,NA,NA,,,,,,,,,
2981,rural,single,9,76,cash,,,,,,,,,
2982,rural,single,5,83,credit card,,,,,,,,,
2983,rural,single,8,46,check,,,,,,,,,
2984,rural,twin,3,83,credit card,,,,,,,,,
2985,rural,twin,10,95,cash,,,,,,,,,
2986,rural,twin,5,64,cash,,,,,,,,,
2987,rural,twin,NA,NA,NA,,,,,,,,,
2988,suburban,twin,2,55,credit card,,,,,,,,,
2989,suburban,bundle,9,47,credit card,,,,,,,,,
2990,suburban,bundle,10,88,credit card,,,,,,,,,
2991,suburban,bundle,6,37,check,,,,,,,,,
2992,urban,liquid,3,48,credit card,,,,,,,,,
2993,rural,single,6,87,cash,,,,,,,,,
2994,rural,single,2,57,cash,,,,,,,,,
2995,rural,single,9,30,credit card,,,,,,,,,
2996,rural,single,9,71,credit card,,,,,,,,,
2997,rural,single,7,84,cash,,,,,,,,,
2998,rural,single,7,44,cash,,,,,,,,,
2999,rural,single,7,66,cash,,,,,,,,,
3000,rural,single,NA,NA,NA,,,,,,,,,
3001,rural,single,7,20,credit card,,,,,,,,,
3002,rural,single,1,57,check,,,,,,,,,
3003,rural,twin,10,85,cash,,,,,,,,,
3004,rural,twin,6,42,credit card,,,,,,,,,
3005,rural,twin,3,70,cash,,,,,,,,,
3006,rural,twin,NA,NA,NA,,,,,,,,,
3007,rural,twin,2,63,credit card,,,,,,,,,
3008,rural,twin,1,48,check,,,,,,,,,
3009,rural,twin,NA,NA,NA,,,,,,,,,
3010,suburban,twin,NA,NA,NA,,,,,,,,,
3011,suburban,twin,2,24,check,,,,,,,,,
3012,suburban,bundle,4,85,cash,,,,,,,,,
3013,urban,liquid,5,94,cash,,,,,,,,,
3014,urban,liquid,10,43,cash,,,,,,,,,
3015,urban,liquid,10,82,credit card,,,,,,,,,
3016,urban,liquid,6,69,cash,,,,,,,,,
3017,rural,single,NA,NA,NA,,,,,,,,,
3018,rural,single,6,70,check,,,,,,,,,
3019,rural,twin,NA,NA,NA,,,,,,,,,
3020,rural,twin,7,31,credit card,,,,,,,,,
3021,rural,twin,1,32,credit card,,,,,,,,,
3022,rural,twin,5,83,cash,,,,,,,,,
3023,suburban,twin,1,53,cash,,,,,,,,,
